# MEAN_SAMPLE_SIZE = 103764
# TOTAL_GENES = 19275
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOMF_3_CHLOROALLYL_ALDEHYDE_...          SET       5      0.15333    0.0024693      0.37147      0.33989 GOMF_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY
GOMF_3_HYDROXYACYL_COA_DEHYD...1         SET       5      0.32712     0.005268      0.33306      0.16302 GOMF_3_HYDROXYACYL_COA_DEHYDRATASE_ACTIVITY
GOMF_3_HYDROXYACYL_COA_DEHYD...2         SET       6    -0.063806   -0.0011256      0.34714      0.57292 GOMF_3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY
GOMF_3_PHOSPHOADENOSINE_5_PH...          SET       9      -0.1281   -0.0027675      0.25595      0.69163 GOMF_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING
GOMF_4_GALACTOSYL_N_ACETYLGL...          SET       6     0.002698   4.7596e-05      0.40081      0.49731 GOMF_4_GALACTOSYL_N_ACETYLGLUCOSAMINIDE_3_ALPHA_L_FUCOSYLTRANSFERASE_ACTIVITY
GOMF_4_IRON_4_SULFUR_CLUSTER...          SET      40     0.051596    0.0023481      0.11691       0.3295 GOMF_4_IRON_4_SULFUR_CLUSTER_BINDING
GOMF_5ALPHA_ANDROSTANE_3BETA...          SET       6    -0.074977   -0.0013227       0.3305      0.58973 GOMF_5ALPHA_ANDROSTANE_3BETA_17BETA_DIOL_DEHYDROGENASE_ACTIVITY
GOMF_5S_RRNA_BINDING                     SET      10    -0.017944  -0.00040863      0.24225      0.52952 GOMF_5S_RRNA_BINDING
GOMF_5_3_DNA_EXONUCLEASE_ACT...          SET       8      0.23372    0.0047606      0.28344      0.20481 GOMF_5_3_DNA_EXONUCLEASE_ACTIVITY
GOMF_5_3_DNA_HELICASE_ACTIVI...          SET       8   -0.0092153  -0.00018771      0.25346       0.5145 GOMF_5_3_DNA_HELICASE_ACTIVITY
GOMF_5_3_EXONUCLEASE_ACTIVITY            SET      18      0.21167    0.0064655       0.1834      0.12423 GOMF_5_3_EXONUCLEASE_ACTIVITY
GOMF_5_DEOXYRIBOSE_5_PHOSPHA...          SET       5       0.3783    0.0060923      0.35208      0.14131 GOMF_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY
GOMF_7SK_SNRNA_BINDING                   SET       9      0.12109     0.002616      0.25332      0.31633 GOMF_7SK_SNRNA_BINDING
GOMF_7S_RNA_BINDING                      SET       7      0.16634    0.0031694      0.27072      0.26947 GOMF_7S_RNA_BINDING
GOMF_ABC_TYPE_GLUTATHIONE_S_...          SET       8      0.27569    0.0056156      0.28708      0.16845 GOMF_ABC_TYPE_GLUTATHIONE_S_CONJUGATE_TRANSPORTER_ACTIVITY
GOMF_ABC_TYPE_TRANSPORTER_AC...          SET      47    -0.019171  -0.00094555      0.12412      0.56138 GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY
GOMF_ABC_TYPE_XENOBIOTIC_TRA...          SET      14   -0.0045308  -0.00012207       0.2169      0.50833 GOMF_ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY
GOMF_ACETYLCHOLINE_BINDING               SET      11      0.33719    0.0080531      0.23933     0.079445 GOMF_ACETYLCHOLINE_BINDING
GOMF_ACETYLCHOLINE_GATED_MON...          SET      17      0.51309     0.015231      0.20397    0.0059471 GOMF_ACETYLCHOLINE_GATED_MONOATOMIC_CATION_SELECTIVE_CHANNEL_ACTIVITY
GOMF_ACETYLCHOLINE_RECEPTOR_...1         SET      21      0.47341     0.015618      0.16438    0.0019906 GOMF_ACETYLCHOLINE_RECEPTOR_ACTIVITY
GOMF_ACETYLCHOLINE_RECEPTOR_...2         SET      11     -0.45495    -0.010865      0.26014      0.95983 GOMF_ACETYLCHOLINE_RECEPTOR_BINDING
GOMF_ACETYLCHOLINE_RECEPTOR_...3         SET       5     -0.18376   -0.0029594      0.39464      0.67926 GOMF_ACETYLCHOLINE_RECEPTOR_INHIBITOR_ACTIVITY
GOMF_ACETYLESTERASE_ACTIVITY             SET       5      -0.3378   -0.0054401       0.3529      0.83077 GOMF_ACETYLESTERASE_ACTIVITY
GOMF_ACETYLGALACTOSAMINYLTRA...          SET      33     0.064846    0.0026809      0.14529      0.32769 GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY
GOMF_ACETYLGLUCOSAMINYLTRANS...          SET      42    -0.031778   -0.0014818      0.12355      0.60149 GOMF_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY
GOMF_ACETYLTRANSFERASE_ACTIV...          SET      84    -0.093176   -0.0061378      0.08909      0.85218 GOMF_ACETYLTRANSFERASE_ACTIVITY
GOMF_ACETYL_COA_C_ACYLTRANSF...          SET       7     -0.21545   -0.0041051      0.29709      0.76583 GOMF_ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY
GOMF_ACETYL_COA_HYDROLASE_AC...          SET       4      0.31591    0.0045505      0.55539      0.28475 GOMF_ACETYL_COA_HYDROLASE_ACTIVITY
GOMF_ACIDIC_AMINO_ACID_TRANS...          SET      18    -0.080143    -0.002448      0.19652      0.65829 GOMF_ACIDIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ACID_AMINO_ACID_LIGASE_...          SET      23      0.10197    0.0035203      0.15906      0.26075 GOMF_ACID_AMINO_ACID_LIGASE_ACTIVITY
GOMF_ACID_PHOSPHATASE_ACTIVI...          SET       9     -0.56141    -0.012129       0.3041      0.96755 GOMF_ACID_PHOSPHATASE_ACTIVITY
GOMF_ACID_THIOL_LIGASE_ACTIV...          SET      29     -0.25422   -0.0098538      0.14776      0.95732 GOMF_ACID_THIOL_LIGASE_ACTIVITY
GOMF_ACROSIN_BINDING                     SET       5     -0.00279  -4.4932e-05      0.37262      0.50299 GOMF_ACROSIN_BINDING
GOMF_ACTININ_BINDING                     SET      34    -0.011006  -0.00046185      0.13756      0.53189 GOMF_ACTININ_BINDING
GOMF_ACTIN_BINDING                       SET     404    -0.015562   -0.0022293     0.038608      0.65655 GOMF_ACTIN_BINDING
GOMF_ACTIN_FILAMENT_BINDING              SET     192     0.029672    0.0029467     0.056886      0.30098 GOMF_ACTIN_FILAMENT_BINDING
GOMF_ACTIN_MONOMER_BINDING               SET      24     -0.17299   -0.0061005      0.15125      0.87362 GOMF_ACTIN_MONOMER_BINDING
GOMF_ACTIVE_MONOATOMIC_ION_T...          SET     217    -0.046318   -0.0048869     0.052612      0.81067 GOMF_ACTIVE_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ACTIVE_TRANSMEMBRANE_TR...          SET     395    -0.035804   -0.0050727     0.039553      0.81732 GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ACTIVIN_BINDING                     SET      14      0.49756     0.013405      0.23316     0.016427 GOMF_ACTIVIN_BINDING
GOMF_ACTIVIN_RECEPTOR_ACTIVI...1         SET       9      0.29006    0.0062664      0.30705      0.17242 GOMF_ACTIVIN_RECEPTOR_ACTIVITY
GOMF_ACTIVIN_RECEPTOR_ACTIVI...2         SET       5       0.3716    0.0059843      0.38687       0.1684 GOMF_ACTIVIN_RECEPTOR_ACTIVITY_TYPE_I
GOMF_ACYLGLYCEROL_LIPASE_ACT...          SET      14     -0.13146   -0.0035418      0.19927      0.74528 GOMF_ACYLGLYCEROL_LIPASE_ACTIVITY
GOMF_ACYLGLYCEROL_O_ACYLTRAN...          SET      26     0.023278   0.00085438      0.16153      0.44271 GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY
GOMF_ACYLTRANSFERASE_ACTIVITY            SET     229    -0.053786   -0.0058278     0.053398      0.84309 GOMF_ACYLTRANSFERASE_ACTIVITY
GOMF_ACYLTRANSFERASE_ACTIVIT...          SET       5     -0.36976   -0.0059548      0.43164      0.80417 GOMF_ACYLTRANSFERASE_ACTIVITY_ACYL_GROUPS_CONVERTED_INTO_ALKYL_ON_TRANSFER
GOMF_ACYL_COA_BINDING                    SET      19    -0.054599   -0.0017134      0.16452         0.63 GOMF_ACYL_COA_BINDING
GOMF_ACYL_COA_OXIDASE_ACTIVI...          SET       7     0.035823   0.00068257      0.23302      0.43891 GOMF_ACYL_COA_OXIDASE_ACTIVITY
GOMF_ADENOSINE_3_5_BISPHOSPH...          SET       4     -0.10122   -0.0014581      0.30574      0.62971 GOMF_ADENOSINE_3_5_BISPHOSPHATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ADENOSINE_DEAMINASE_ACT...          SET      13    -0.095378   -0.0024762      0.22267       0.6658 GOMF_ADENOSINE_DEAMINASE_ACTIVITY
GOMF_ADENOSINE_RECEPTOR_BIND...          SET       7     -0.19922   -0.0037959      0.28009      0.76154 GOMF_ADENOSINE_RECEPTOR_BINDING
GOMF_ADENYLATE_CYCLASE_ACTIV...1         SET       6       0.2379    0.0041968      0.28613      0.20287 GOMF_ADENYLATE_CYCLASE_ACTIVATOR_ACTIVITY
GOMF_ADENYLATE_CYCLASE_ACTIV...2         SET      11     -0.19569   -0.0046736      0.24468      0.78807 GOMF_ADENYLATE_CYCLASE_ACTIVITY
GOMF_ADENYLATE_CYCLASE_BINDI...          SET      12      0.19895    0.0049627      0.22574      0.18908 GOMF_ADENYLATE_CYCLASE_BINDING
GOMF_ADENYLATE_CYCLASE_REGUL...          SET      13      0.15232    0.0039546      0.21787      0.24224 GOMF_ADENYLATE_CYCLASE_REGULATOR_ACTIVITY
GOMF_ADENYLATE_KINASE_ACTIVI...          SET       9      0.15639    0.0033786      0.23547       0.2533 GOMF_ADENYLATE_KINASE_ACTIVITY
GOMF_ADENYLYLTRANSFERASE_ACT...          SET      30    -0.029351   -0.0011571      0.16817      0.56927 GOMF_ADENYLYLTRANSFERASE_ACTIVITY
GOMF_ADENYL_NUCLEOTIDE_BINDI...          SET    1544   -0.0043193   -0.0011725     0.020929      0.58175 GOMF_ADENYL_NUCLEOTIDE_BINDING
GOMF_ADENYL_NUCLEOTIDE_EXCHA...          SET      12      0.11823    0.0029492      0.19044      0.26736 GOMF_ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY
GOMF_ADP_BINDING                         SET      32     0.047389    0.0019293      0.12394      0.35111 GOMF_ADP_BINDING
GOMF_ADP_PHOSPHATASE_ACTIVITY            SET       5     -0.28859   -0.0046475      0.28265      0.84637 GOMF_ADP_PHOSPHATASE_ACTIVITY
GOMF_ADP_RIBOSE_DIPHOSPHATAS...          SET       6     -0.41994   -0.0074082      0.31323      0.90998 GOMF_ADP_RIBOSE_DIPHOSPHATASE_ACTIVITY
GOMF_ADP_TRANSMEMBRANE_TRANS...          SET       6     -0.65848    -0.011616      0.29526      0.98713 GOMF_ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ADRENERGIC_RECEPTOR_ACT...          SET       8     -0.22309   -0.0045441      0.30566      0.76725 GOMF_ADRENERGIC_RECEPTOR_ACTIVITY
GOMF_ADRENERGIC_RECEPTOR_BIN...          SET      18     -0.19232   -0.0058744      0.18294      0.85342 GOMF_ADRENERGIC_RECEPTOR_BINDING
GOMF_ALANINE_TRANSMEMBRANE_T...          SET      13    -0.030074  -0.00078078      0.26669      0.54489 GOMF_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ALCOHOL_BINDING                     SET      84     -0.06498   -0.0042804     0.087851      0.77024 GOMF_ALCOHOL_BINDING
GOMF_ALCOHOL_DEHYDROGENASE_A...          SET       6      0.67737      0.01195      0.47092     0.075167 GOMF_ALCOHOL_DEHYDROGENASE_ACTIVITY_ZINC_DEPENDENT
GOMF_ALCOHOL_DEHYDROGENASE_N...1         SET      23    0.0052051    0.0001797      0.16631      0.48752 GOMF_ALCOHOL_DEHYDROGENASE_NADPPLUS_ACTIVITY
GOMF_ALCOHOL_DEHYDROGENASE_N...2         SET       9      0.57816     0.012491      0.30654     0.029651 GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY
GOMF_ALDEHYDE_DEHYDROGENASE_...          SET      17      0.30936    0.0091835      0.19553     0.056814 GOMF_ALDEHYDE_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY
GOMF_ALDEHYDE_LYASE_ACTIVITY             SET      10      -0.1563   -0.0035592      0.21686      0.76445 GOMF_ALDEHYDE_LYASE_ACTIVITY
GOMF_ALDITOL_NADPPLUS_1_OXID...          SET      12     -0.20403   -0.0050895      0.25391      0.78917 GOMF_ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY
GOMF_ALDO_KETO_REDUCTASE_NAD...          SET      29      0.10996    0.0042622      0.14757      0.22809 GOMF_ALDO_KETO_REDUCTASE_NADP_ACTIVITY
GOMF_ALKALINE_PHOSPHATASE_AC...          SET       6     -0.15716   -0.0027725      0.44739      0.63731 GOMF_ALKALINE_PHOSPHATASE_ACTIVITY
GOMF_ALKALI_METAL_ION_BINDING            SET      17   -0.0021894  -6.4993e-05      0.17706      0.50493 GOMF_ALKALI_METAL_ION_BINDING
GOMF_ALKANE_1_MONOOXYGENASE_...          SET       4      0.47178    0.0067958      0.37177      0.10223 GOMF_ALKANE_1_MONOOXYGENASE_ACTIVITY
GOMF_ALL_TRANS_RETINAL_BINDI...          SET       6     -0.48213   -0.0085053      0.33718      0.92362 GOMF_ALL_TRANS_RETINAL_BINDING
GOMF_ALPHA_1_3_FUCOSYLTRANSF...          SET       8     -0.15711   -0.0032002      0.32532      0.68543 GOMF_ALPHA_1_3_FUCOSYLTRANSFERASE_ACTIVITY
GOMF_ALPHA_2A_ADRENERGIC_REC...          SET       5    -0.095592   -0.0015394       0.3087      0.62159 GOMF_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING
GOMF_ALPHA_ACTININ_BINDING               SET      27    -0.043791   -0.0016378      0.15363      0.61219 GOMF_ALPHA_ACTININ_BINDING
GOMF_ALPHA_ADRENERGIC_RECEPT...          SET       5     -0.27359   -0.0044059      0.40699      0.74927 GOMF_ALPHA_ADRENERGIC_RECEPTOR_ACTIVITY
GOMF_ALPHA_AMYLASE_ACTIVITY              SET       5     -0.45192   -0.0072779       0.5672       0.7872 GOMF_ALPHA_AMYLASE_ACTIVITY
GOMF_ALPHA_CATENIN_BINDING               SET      10     -0.17984   -0.0040953      0.25156      0.76266 GOMF_ALPHA_CATENIN_BINDING
GOMF_ALPHA_GLUCOSIDASE_ACTIV...          SET       6      0.29824    0.0052612      0.33401      0.18596 GOMF_ALPHA_GLUCOSIDASE_ACTIVITY
GOMF_ALPHA_N_ACETYLGALACTOSA...          SET       6      0.55905    0.0098622      0.37673     0.068918 GOMF_ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY
GOMF_ALPHA_N_ACETYLNEURAMINA...          SET       6     -0.44449   -0.0078412      0.36921      0.88567 GOMF_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY
GOMF_ALPHA_TUBULIN_BINDING               SET      35     0.014463   0.00061577      0.12155      0.45264 GOMF_ALPHA_TUBULIN_BINDING
GOMF_AMIDE_BINDING                       SET     368     0.053185    0.0072785      0.04119     0.098323 GOMF_AMIDE_BINDING
GOMF_AMIDE_TRANSMEMBRANE_TRA...          SET      42     -0.28757     -0.01341      0.12746      0.98797 GOMF_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_AMIDINE_LYASE_ACTIVITY              SET       7      0.26775    0.0051017      0.31782      0.19977 GOMF_AMIDINE_LYASE_ACTIVITY
GOMF_AMINE_BINDING                       SET      10     -0.22797   -0.0051914      0.26107      0.80872 GOMF_AMINE_BINDING
GOMF_AMINOACYLASE_ACTIVITY               SET       6     -0.19222   -0.0033909      0.26758      0.76373 GOMF_AMINOACYLASE_ACTIVITY
GOMF_AMINOACYLTRANSFERASE_AC...          SET      16     -0.13907   -0.0040051       0.2203      0.73607 GOMF_AMINOACYLTRANSFERASE_ACTIVITY
GOMF_AMINOACYL_TRNA_EDITING_...          SET      12      0.18495    0.0046134      0.20224      0.18023 GOMF_AMINOACYL_TRNA_EDITING_ACTIVITY
GOMF_AMINOPEPTIDASE_ACTIVITY             SET      38     0.058855    0.0026107       0.1339      0.33014 GOMF_AMINOPEPTIDASE_ACTIVITY
GOMF_AMINOPHOSPHOLIPID_FLIPP...          SET       6      0.24616    0.0043425      0.35553      0.24435 GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY
GOMF_AMINO_ACID_BINDING                  SET      51      -0.2201    -0.011307      0.12211      0.96426 GOMF_AMINO_ACID_BINDING
GOMF_AMINO_ACID_MONOATOMIC_C...1         SET       3      -0.3554   -0.0044336      0.58671      0.72766 GOMF_AMINO_ACID_MONOATOMIC_CATION_ANTIPORTER_ACTIVITY
GOMF_AMINO_ACID_MONOATOMIC_C...2         SET      26    -0.014334  -0.00052612      0.17264      0.53309 GOMF_AMINO_ACID_MONOATOMIC_CATION_SYMPORTER_ACTIVITY
GOMF_AMINO_ACID_PROTON_SYMPO...          SET       6     -0.12755   -0.0022501      0.40558      0.62342 GOMF_AMINO_ACID_PROTON_SYMPORTER_ACTIVITY
GOMF_AMINO_ACID_SODIUM_SYMPO...          SET      20     0.010708   0.00034475      0.19069      0.47761 GOMF_AMINO_ACID_SODIUM_SYMPORTER_ACTIVITY
GOMF_AMINO_ACID_TRANSMEMBRAN...          SET      79     0.072917    0.0046587     0.092209      0.21454 GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_AMMONIA_LYASE_ACTIVITY              SET       5    -0.083351   -0.0013423      0.30551      0.60751 GOMF_AMMONIA_LYASE_ACTIVITY
GOMF_AMMONIUM_TRANSMEMBRANE_...          SET      12      0.15737    0.0039255      0.21953      0.23674 GOMF_AMMONIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_AMP_ACTIVATED_PROTEIN_K...          SET       9     -0.34979   -0.0075568       0.2824      0.89225 GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY
GOMF_AMP_BINDING                         SET      12    -0.093917   -0.0023427      0.20878      0.67358 GOMF_AMP_BINDING
GOMF_AMYLASE_ACTIVITY                    SET       6     0.059011     0.001041      0.47235      0.45029 GOMF_AMYLASE_ACTIVITY
GOMF_AMYLOID_BETA_BINDING                SET      82      0.15101    0.0098285     0.089334     0.045491 GOMF_AMYLOID_BETA_BINDING
GOMF_ANAPHASE_PROMOTING_COMP...          SET       9      0.26822    0.0057947      0.25886      0.15007 GOMF_ANAPHASE_PROMOTING_COMPLEX_BINDING
GOMF_ANDROGEN_BINDING                    SET       4      0.33601      0.00484       0.3446      0.16477 GOMF_ANDROGEN_BINDING
GOMF_ANDROSTAN_3_ALPHA_17_BE...          SET       8      0.39702    0.0080868      0.30888     0.099347 GOMF_ANDROSTAN_3_ALPHA_17_BETA_DIOL_DEHYDROGENASE_ACTIVITY
GOMF_ANGIOTENSIN_RECEPTOR_AC...          SET       4     -0.58236   -0.0083886      0.43772       0.9083 GOMF_ANGIOTENSIN_RECEPTOR_ACTIVITY
GOMF_ANGIOTENSIN_RECEPTOR_BI...          SET       7     -0.36343   -0.0069247      0.35173      0.84925 GOMF_ANGIOTENSIN_RECEPTOR_BINDING
GOMF_ANKYRIN_BINDING                     SET      19     0.067391    0.0021149      0.18426      0.35728 GOMF_ANKYRIN_BINDING
GOMF_ANKYRIN_REPEAT_BINDING              SET       6     -0.17607    -0.003106      0.25757      0.75288 GOMF_ANKYRIN_REPEAT_BINDING
GOMF_ANNEALING_ACTIVITY                  SET       8     -0.20906   -0.0042583      0.23985      0.80829 GOMF_ANNEALING_ACTIVITY
GOMF_ANTIGEN_BINDING                     SET      56       0.2335     0.012568       0.1176     0.023546 GOMF_ANTIGEN_BINDING
GOMF_ANTIOXIDANT_ACTIVITY                SET      79      0.23021     0.014708     0.087894    0.0044105 GOMF_ANTIOXIDANT_ACTIVITY
GOMF_ANTIPORTER_ACTIVITY                 SET      96     -0.04535   -0.0031926     0.079552      0.71568 GOMF_ANTIPORTER_ACTIVITY
GOMF_APOLIPOPROTEIN_A_I_BIND...          SET       5      0.45624    0.0073474      0.36457      0.10539 GOMF_APOLIPOPROTEIN_A_I_BINDING
GOMF_APOLIPOPROTEIN_BINDING              SET      18       0.5547     0.016944      0.19208     0.001942 GOMF_APOLIPOPROTEIN_BINDING
GOMF_APOLIPOPROTEIN_RECEPTOR...          SET       6    -0.051152  -0.00090236      0.28299      0.57172 GOMF_APOLIPOPROTEIN_RECEPTOR_BINDING
GOMF_AP_1_ADAPTOR_COMPLEX_BI...          SET       5      -0.1372   -0.0022095      0.38572      0.63897 GOMF_AP_1_ADAPTOR_COMPLEX_BINDING
GOMF_AP_2_ADAPTOR_COMPLEX_BI...          SET      10      0.15535    0.0035377      0.27799      0.28813 GOMF_AP_2_ADAPTOR_COMPLEX_BINDING
GOMF_ARACHIDONATE_COA_LIGASE...          SET      10     -0.52856    -0.012036      0.25552       0.9807 GOMF_ARACHIDONATE_COA_LIGASE_ACTIVITY
GOMF_ARACHIDONIC_ACID_MONOOX...          SET      18     0.038097    0.0011637      0.22761      0.43354 GOMF_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY
GOMF_ARGININE_BINDING                    SET       8     -0.45256   -0.0092183      0.33028      0.91468 GOMF_ARGININE_BINDING
GOMF_ARMADILLO_REPEAT_DOMAIN...          SET      10     0.076988    0.0017532      0.21435      0.35974 GOMF_ARMADILLO_REPEAT_DOMAIN_BINDING
GOMF_AROMATASE_ACTIVITY                  SET      23      0.16774     0.005791      0.19171       0.1908 GOMF_AROMATASE_ACTIVITY
GOMF_AROMATIC_AMINO_ACID_TRA...          SET       8     -0.22745   -0.0046329      0.32062      0.76096 GOMF_AROMATIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ARP2_3_COMPLEX_BINDING              SET      14    -0.045058   -0.0012139        0.192      0.59277 GOMF_ARP2_3_COMPLEX_BINDING
GOMF_ARRESTIN_FAMILY_PROTEIN...          SET       9      0.10498     0.002268      0.25725      0.34161 GOMF_ARRESTIN_FAMILY_PROTEIN_BINDING
GOMF_ARYLESTERASE_ACTIVITY               SET       6     -0.26989   -0.0047611      0.53527      0.69294 GOMF_ARYLESTERASE_ACTIVITY
GOMF_ARYLSULFATASE_ACTIVITY              SET       9      0.29745    0.0064261      0.26438      0.13029 GOMF_ARYLSULFATASE_ACTIVITY
GOMF_ARYL_HYDROCARBON_RECEPT...          SET       9      -0.1007   -0.0021754      0.28424      0.63843 GOMF_ARYL_HYDROCARBON_RECEPTOR_BINDING
GOMF_ARYL_SULFOTRANSFERASE_A...          SET       8     -0.37576   -0.0076539      0.27765      0.91202 GOMF_ARYL_SULFOTRANSFERASE_ACTIVITY
GOMF_ASPARTIC_ENDOPEPTIDASE_...          SET       7     -0.10214   -0.0019461      0.27276      0.64596 GOMF_ASPARTIC_ENDOPEPTIDASE_ACTIVITY_INTRAMEMBRANE_CLEAVING
GOMF_ASPARTIC_TYPE_ENDOPEPTI...          SET       7     -0.19817    -0.003776      0.32165      0.73109 GOMF_ASPARTIC_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY
GOMF_ASPARTIC_TYPE_PEPTIDASE...          SET      26      0.12851    0.0047169      0.15071      0.19692 GOMF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY
GOMF_ATPASE_ACTIVATOR_ACTIVI...          SET      26      0.20749    0.0076157      0.14004     0.069218 GOMF_ATPASE_ACTIVATOR_ACTIVITY
GOMF_ATPASE_BINDING                      SET      82     0.061646    0.0040124     0.086339      0.23762 GOMF_ATPASE_BINDING
GOMF_ATPASE_COUPLED_INORGANI...          SET      10       0.4363    0.0099354      0.25821     0.045549 GOMF_ATPASE_COUPLED_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ATPASE_COUPLED_INTRAMEM...          SET      26     0.067658    0.0024833        0.169      0.34446 GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY
GOMF_ATPASE_COUPLED_LIPID_TR...          SET       8      0.24875    0.0050668        0.307       0.2089 GOMF_ATPASE_COUPLED_LIPID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOMF_ATPASE_COUPLED_MONOATOM...          SET      51    0.0021984   0.00011294      0.10702      0.49181 GOMF_ATPASE_COUPLED_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
